@relation emotions

@attribute sentence string
@attribute category {hp, sd, fr, sp, ne, dg, ag}

@data
' afternoon - *gulp* - lawler me. heard coming, sp azzed, afraid issue never, know, internship forms ',fr
' course, in, john said, "you realize, moll y, allowed visitors, lashes. ' ,ne
' ms. lawler smiling ',hp
' proceeded call meghan** required chemi cals/safety concerns set questions tried ',hp
' freaking okay ',fr
' **as farrell, assume ',ne
' hey ',ne
' news ',hp
' ',hp
' ',dg
' back, 6 back bus ',ne
' bus, dropped resume wet floor dropped mp3 player ',ne
' there, told waited ',ne
' point nervous told people lot words "uh" "um" ',fr
' told set interview calling 2 ',ne
' looks ',hp
' 2 thinking placing background video iting, told turn easy lo ng run hoping position learn ',ne
' decide place them, job, happy ',hp
' oh, job futureshop, looks starting arou nd november 8th ',ne
' plans coming ',ne
' friday: movie 2 rainbow cinema ',ne
' 21st: free, check brad sucks live ',ne
' ',ne
' felt awful ',sd
' night before, ',ne
' chick dislike passion think gareth likes ',dg
' hate ',dg
' okay ',ne
' remember gareth password spy whats ',ne
' 6th page ',fr
' freak ',fr
' left it, awful ',sd
' ',ne
' home nervous hadn talk gareth 2 days becaus college ',fr
' scared ',fr
' tell took forever tell nervous ',fr
' ',ne
' ',ne
' password reason, rom ',ne
' ',ne
' like, happy delete friends list ',hp
' ',ne
' dislike ',dg
' yeah wait couple delete ',ne
' hate mistakes ',dg
' big ',ne
' man. hate ',dg
' ehh ',ne
' ill forever ',sd
' complicated ',ne
' right anymore upset ',sd
' mother ',ne
' man know true ',ne
' night ',ne
