@relation emotions

@attribute sentence string
@attribute category {hp, sd, fr, sp, ne, dg, ag}

@data
' mean, told july 25th, there, help out, backing 000000 ',ne
' smartest, responsible group part 000000 ',sd
' however, playful, devil-may-care part tells fuck london watch movies 200000 ',ag
' fact, email, responded, know 000000 ',ne
' 000000 ',ne
' people guy know named pisher, 000000 ',ne
' example, wrote 000000 ',ne
' opinion, 000000 ',ne
' people me, disagree me, sagree them, resort insults, know men ig lose man, people fall fight, kn online, war 000000 ',dg
' try stay them, stand level, somet imes silent bob 000000 ',ne
' faces 000000 ',ag
' movies, discussing film bett er, pirates superman 000000 ',ne
' personally enjoyed pirates more, thought superman wi th fantastic story 000601 ',hp
' there, side people constantly saying irates sucked, allowed sucked wa horrible 002020 ',dg
' etc. folks trying tell superman horrible 002000 ',dg
' disgusting feel find thread people discu ssing argument 060000 ',dg
' well, gonna post board try ignore flames 000000 ',ne
' 000000 ',ne
' dont frankly dislike much, dont ask caus tell 000200 ',dg
' know suck (and looking comments 000000 ',dg
' writing stuff writing derstand bette 000000 ',ne
' hate word bette 200000 ',dg
' cant happy 000500 ',hp
' ill happy 000500 ',sd
' 000000 ',fr
' "delight desires heart", mean 100100 ',dg
' suck , completely 000000 ',dg
' feel constantly boyfriend 000000 ',ne
' hate life? 200000 ',dg
' wanna fun happy friends 000500 ',hp
' giggle giggle giggle thats everyday boyfriend laugh 000000 ',hp
' 000000 ',ne
' terrorists sick, detained, believe irst life resort extreme 021000 ',dg
' people listen news 000000 ',ag
' petty, annoy me. absolutely evil, people 200000 ',ag
' imagine, bomb, fashioned sports drink, camera 000000 ',fr
' believe 000000 ',sp
' britain, has, dogs so-called "prime minister" mexico, dealing 3,500 lives lost, 10 000000 ',ag
' so, thankful alive 000000 ',hp
' ages class cla ss talking stuff home, discovered 000000 ',ne
' night, trying demonstrate boy beat complete change decided slipped carpet trying demo nstrate kick fell backwards hit sickening crack 060201 ',dg
' back head 000000 ',ne
' which, know, fucking hurts 000000 ',dg
' fact, bought toilet paper george bush stupid 000001 ',dg
' political soapbox, find republican regime dista steful, feel free exit 000000 ',dg
' serious note, open paper online news fin *should* you, definitely bothering me! example news 100000 ',fr
' "washington - british terror plot, bush administratio seeking $6 supposed spent homeland technol ogy. 001100 ',fr
' spent dollars human capital homeland security 000100 ',ne
' address loss civil spread kgb-like mentality america 000200 ',ag
' government find matter steps try privacy 000000 ',ne
' alarmist, loss privacy personal freedom name "security" scares me. fine security 007000 ',fr
' fact, night mom asked "scared" flying trip 004100 ',fr
' spread "big brother watching you" concerns me. people "we put years" say, "get job canada! 000201 ',ne
' slight civil annoyance feet riding pride train seats 200200 ',dg
' concerned busy 000200 ',ne
' sadly, current legal pies, issues concerned sitting suc state 0002100 ',sd
' knowing speaking out, ride feet seats ually journey 000000 ',ag
' works 000000 ',ne
' feel repercussions, action, alw ays knowing read public ar eas 000000 ',fr
' problem set 000000 ',ne
' as, all, society developed shift blame anger 300000 ',ag
' thank god exam 000000 ',hp
' hate ma 200000 ',dg
' questions 000000 ',ne
' fuck wait live 000000 ',dg
' live girl, bitch clean 000000 ',dg
' home place fucking disgusting 060000 ',dg
' 000000 ',ag
' cleaning saved stuff 000000 ',ne
' hahah 000000 ',hp
' girlfriends random sex junk mail 000000 ',ne
' gotta love 000400 ',hp
' jolt face comments 000000 ',ne
' sad 000060 ',sd
' moments all, 000000 ',ne
' steps 000000 ',ne
' people step, totally 000000 ',ne
' 000000 ',hp
' 000000 ',hp
' deep pool 000000 ',ne
' 000000 ',hp
' final summer people 000000 ',ne
' hate people 200000 ',dg
' tried hard enough, putting 000000 ',ne
' guess continue 000000 ',ne
' pretty freaked piano exam 000000 ',fr
' brain dead able sure thrown me. people minds 000000 ',ne
' wish 000000 ',ne
' dislike negative, non-beneficial (to me) change people 000300 ',dg
' 000000 ',dg
' love 000400 ',ne
' beautiful 000000 ',hp
' enjoy them, live moment 000600 ',hp
' then, 000000 ',ne
' 000000 ',sd
' watched close back young chi ld 000200 ',ne
' life 000000 ',ne
' 000000 ',ne
' 3rd guy sms-ed me, 3 3 days 000000 ',ne
' 000000 ',sd
' him, asking call, 000000 ',ne
' told work regime upcoming 000000 ',ne
' wanted faced work life 000000 ',sd
' theory basic met wanting find purposes ife 000000 ',ne
' establish career 000000 ',ne
' yet, know means achieve 000000 ',ne
' feel lost 000000 ',sd
' dentista, 000000 ',ne
' mouth hurts 000000 ',sd
' hate dentist, hate strong word 200000 ',dg
' dislike dentist 000200 ',dg
' bad 000010 ',sd
' 000000 ',ne
' back ( thought) 000000 ',ne
' healthy teeth 000000 ',ne
' "playing love politic alike, words sure party 000600 ',ne
' reasons dislike politic cause manipulating, people , 000200 ',dg
' parents moving mars, pennsylvania, thursday 000000 ',ne
' minutes pittsburgh, dad works, 6-7 hours swarthmore, school 000000 ',ne
' win win 000000 ',hp
' sister remain michigan, thought coming back occasi onally, vicious, fights summer 000000 ',ag
' spend joyfully packing boxes 0001200 ',hp
' christmas presents 000000 ',hp
' 000000 ',ne
' considered coming home family dislike wn 000200 ',dg
' no, true 000020 ',ne
' guy sat leg 000000 ',ne
' ("aren friend maggie s?" maggie 000000 ',ne
' "really? 000000 ',sp
' "you look her, guess 000000 ',ne
' hahaha! 000000 ',hp
' guy sitting started small-talk pick-girl-up-talk 000000 ',ne
' attractive 000000 ',ne
' totally dangerous combination 300000 ',fr
' 000000 ',ne
' because, know, cheesy live 000000 ',dg
' also, door 000000 ',ne
' sure that, allowed happen, 000020 ',ne
' wanted fuck myself, happens anytime feel relat ively okay 000000 ',dg
' 000000 ',sd
' therapy whoa 000000 ',ne
' theres stories tell p2p 000000 ',ne
' 39 kids, 4 leaders, 1 amazing woman named lynn, 3 life experience 000101 ',hp
' mel, sully, steve, adam, gibbs, artur, erin, jacqui, will, leanne, nikki,justi n, jeffy, steph, catherines/katies, kaela, bree, sarah (future 2005 aha), sarah p, love 000400 ',hp
' trip amazing know gonna 000001 ',hp
' back right time, right put 000000 ',ne
' lucky 000000 ',hp
' pretty driving normal car, excited 000000 ',hp
' presents awesome 16th birthday. 000002 ',hp
' happened 000000 ',ne
' stuff know 000000 ',ne
' people columbia expected 000000 ',sp
' loving school columbia 000100 ',hp
' feel ease know life, bu scared feel step ahead me. admi school freaked future 004000 ',fr
' class keeps thinking 000000 ',ne
' scared death job school 004000 ',fr
' wait, nervous hell 000000 ',fr
' goes planned job stuck hate 200000 ',fr
' girls class elevator 000000 ',ne
' saying area spring weird huh 000000 ',sp
' part school jr. 000000 ',sp
' ticket 000000 ',ne
' excited concerts nice fun 000000 ',hp
' definitely shocking experience, 000000 ',sp
' trouble walking straight lot (so grammar), 000000 ',ne
' mother scared death, losing consciousnes, life, remember 004000 ',fr
' goal wake up, 32 ld pills put scars kidney place, death real fast 000100 ',fr
' wanted friend sex afraid ask person 001000 ',fr
' afraid ruin friendship friendship person 001000 ',fr
' afraid hurt 001000 ',fr
' hurt person 000000 ',sd
' hurt person line 000000 ',sd
' hurt world friendship 000000 ',sd
' hurt world dating 000000 ',sd
' hurt bad stay world mind 000010 ',sd
' hurt bad stay room 000010 ',sd
' wanting 000000 ',ne
' night night turned amazing 8:00-9:0 000101 ',sp
' nice conversation juckett, amazing phil, 000001 ',hp
' definitely night conversation, stay 1 2:30, payed morning 1st period (physics 000100 ',hp
' today hit work 000000 ',sp
' long-term work sure finished wi th band practice night, game friday, saturday 000100 ',ne
' starting argument (which turning fantastic have), finished history charts, plan bit start watching america top model 000001 ',hp
' plus, stuff dad 000000 ',ne
' courts mom mad world hang dad hours 100000 ',ag
' love nfl, love live, sense 000400 ',hp
' nfl live, died 000000 ',ne
' sorry died, mislead inexcusable 000060 ',sd
' definitely 000000 ',ne
' turned guide nfl live 000000 ',ne
' love nfl, love live, sense 000400 ',hp
' sorry died, mislead inexcusable 000060 ',sd
' 000000 ',ne
' afraid weigh subject 001000 ',ne
' right mood, a.k.a : mind portland, rea lly 000000 ',hp
' movies told watch 000000 ',ne
' 000000 ',ne
' stopped talking it, started start 000000 ',ne
' matter 000000 ',ne
' took 000000 ',ne
' worried about, trying steal money card, happen 000000 ',fr
' atm "eat" cards 000000 ',ne
' therapy!! 000000 ',ne
' nervous 000000 ',fr
' says, matter sweet nasty mean spirited 000000 ',ag
' explaining skills wont 000000 ',ag
' stuck, cant think right term lose train thought 000000 ',ne
' pissed willing finish try ing 100000 ',ag
' says cant stumbled sentence 5 minutes prior 000000 ',ne
' cant wait visit portland again, right dont think ill able back payed 000000 ',ne
' sucks, mean birthday 000000 ',dg
' 2 pay check work counted 000000 ',ne
' borrow mom, ive payed off, know dont money left 000000 ',ne
' afraid happen 001000 ',fr
' worried money 000000 ',fr
' worried losing love, cant ight 000400 ',fr
' know cheesy 000000 ',ne
' okay shut 000000 ',ag
' okay 000000 ',ne
' dentist today 000000 ',ne
' bad 000010 ',ne
' handle aches, freak 000000 ',fr
' fucked teeth, hurt (except clamp) , edge, felt hurt, moment hit nerve 000000 ',fr
' 000000 ',ne
' nurse suction, hit mouth (isolating tooth) loud ear, flinched, dentist lik "it big deal, afraid of" freaked out, flinched cried startin crying 001000 ',fr
' 000000 ',ne
' filling, sucks 000000 ',dg
' appear, 000000 ',sp
' enjoying 000600 ',hp
' hi, friends, me, barefoot 000000 ',ne
' 000000 ',sp
' totally true access hollywood says 000020 ',ne
' designhergals.com tell think business ca rds 000000 ',ne
' muscles are, like, know 000200 ',ne
' today work popped advils helped mother daughter figure daughter 000000 ',ne
' turns daughter graduated spring 000000 ',sp
' living home parents feeling abou 000000 ',sd
' no, thinking school nursing, 000000 ',ne
' happen me. think threw back ( advils), 000000 ',ne
' 000000 ',ne
' which, honest, brad nervous 000000 ',fr
' pre-deal excitement 000100 ',hp
' wanted call yohji night, deguchi bus attending ball, returning home morning 000100 ',ne
' 24 hour brad idea 000000 ',ne
' deguchi social function planned tomorrow night 000100 ',ne
' flight home 000000 ',ne
' meantime, free time, deguchi passed room rom desire lf game tomorrow 100000 ',ne
' tuesday evening i, wednesday home, brad automatically, doors balcony open sitting chair looki ng ocean 000000 ',hp
' called yohji, missing him, wanting talk 000000 ',sd
' dear 000000 ',ne
' 000000 ',ne
' instead, shopping wear 000000 ',ne
' two-piece, green stretch 000000 ',ne
' drawing, played ms. fun game 000000 ',ne
' bit fun 000000 ',hp
' fun game involved boxes job boxes ny wanted 000000 ',ne
' waffle-iron 000000 ',ne
' bright 000000 ',ne
' asked help clown, ryan face 000020 ',ne
' offered aaron too, laughed head 000000 ',hp
' laughed lot today 000000 ',hp
' sorry know 000060 ',sd
' drawing, standing ryan locker, leaning back, laughing 000000 ',hp
' bell hour talking bunch ryan po pular football-friends 000000 ',ne
' laughing josh peter, me, fast 000000 ',hp
' wanted green-and-purple hands, afraid worse, 001000 ',fr
' ryan standing group, sense, gu ess 000000 ',ne
' mink turned locker crowd, ryan watched 000000 ',ne
' said, "he nervous. 000000 ',fr
' "yeah 000000 ',ne
' feel bad. 000010 ',sd
' "what for? 000000 ',ne
' - know leif carlson? - leif sat guy late class table 000000 ',ne
' "so, 000000 ',ne
' 000000 ',ne
' hurting feelings," ryan finished 000000 ',sd
' nodded, felt guilty 000020 ',sd
' mink exactly reason t, well, anything, 000000 ',ne
' total bullshit, matter 000000 ',dg
' fucking 000000 ',dg
' only, 000000 ',ne
' also, look cat 000000 ',ne
' break heart words 000100 ',sd
' cause tears run fall knees 000000 ',sd
' backing ardest 000000 ',sd
' scared wa nt leave side 004000 ',fr
' home- back reality 000000 ',ne
' coming excited 000000 ',hp
' anyways wont weekend penn state bunch male brother lol bye 000000 ',hp
' 000000 ',ne
' change 000000 ',ne
' kno 000000 ',ne
' talk 000000 ',ne
' know gonna alrigh 000000 ',ne
' real 000000 ',ne
' ask 000000 ',ne
' 000000 ',ne
' money people minds hat 000000 ',dg
' know gonna alrigh 000000 ',ne
' change 000000 ',ne
' change 000000 ',ne
' kno 000000 ',ne
' pictures ma 000000 ',ne
' know know gonna alrigh 000000 ',ne
' -- 000000 ',ne
' capitalism america, gulf have-nots insurmountable broken bodies 000000 ',ne
' 000000 ',ne
' pretty damn sad, 000060 ',sd
' leave human 000000 ',dg
' total 000000 ',ne
' radical thought change 000000 ',ne
' words "terrorist, "anti-semitic", "anti-war", "islamo-fascist", "prot est" "communist" 001000 ',ne
' responsible fear-mongering seat bush administration able years, pret ty order 005000 ',fr
' interesting supposed afrai status quo: fear change 005100 ',fr
' government wants afraid terrorists pass easier control 002000 ',fr
' zionists bad name, zionists u.s. name 000010 ',ne
' scared name freedom, mor 004000 ',fr
' suggest government afraid communism, cause goes government rolling: capitalism 001000 ',fr
' "red scare" communist witch-hunt 50 joe safety security america, current fear so-called communist uch north korea, china, actual communism never, 008000 ',fr
' police-states, actual communism marx 000000 ',ne
' earlier socialists longer-term social reform, marx popular revolution inevitable, path 000000 ',ne
' so-called modern communism, factions, arxist/leninist communists 000000 ',ne
' pages words, ran look revolution look like, truly happened 000200 ',ne
' revolution 000000 ',ne
' pretty idea elected officials turn america hope beco me; people serious selfish, style life 000000 ',ne
' air-conditioned, drive-thru frequenting, can-opener using, meat-ea ting, hands-free restroom-using 000000 ',ne
' work 000000 ',ne
' put schools, teach think question taught, learning orde dollar, enter life-long keeps aw ay wish 000000 ',ne
' dream fight hard work ahead, put money ev entually leave factory human flesh, age 65, live lef life, promise social security plan dear leader, "decider" trying privatize, national system 000000 ',ne
' depression 000030 ',sd
' work scared losing job 004000 ',fr
' know air unfit food unfit eat 100000 ',ne
' sit house, slowly world living smaller, is, "please, leave living rooms 000020 ',ne
' leave alone. 000000 ',ne
' mad 100000 ',ag
' write congressman, know tell write 000000 ',ne
' know depression st reet 000030 ',sd
' know first, mad 100000 ',ag
' gotta say, "i human being, 000000 ',ag
' chairs 000000 ',ne
' "i mad hell 100000 ',ag
' anymore!! 000000 ',ag
' felt longing 000000 ',sd
' mere thought source longing cry, truth heart 000100 ',sd
' longing heart, longing weak heart 000100 ',sd
' alter judgement, longing 000000 ',sd
' started job 000000 ',ne
' store 000000 ',ne
' job nice 000000 ',hp
' knows couple people know 000000 ',ne
' luckily numbers cause deal phon e, oh mention mind aim, check e-mail, lo random stuff online work 000000 ',ne
' pretty sweet feel 000000 ',hp
' oh mentor, pretty 000000 ',hp
' today sucked 000000 ',dg
' 000000 ',ne
' 000000 ',dg
' suppose fault 000000 ',ne
' pay attention class assignments, afraid goi ng forget gonna spring aaaaaah!! 001001 ',fr
' feels brain function 000000 ',ne
' pay attention, think straight, talk 000000 ',ne
' 000000 ',ne
' talking 000000 ',ne
' today, pulled meeting building manager, pan ic 000000 ',fr
' problem turned paint color office space 000000 ',ne
' (why yes, spent rest paint-based 000000 ',ne
' once!" 000000 ',ne
' anyway, paint chip brochure desk, pulled car pet samples, preparing face choice--which turned nea rly office off-white 000000 ',ne
' books library today 000000 ',ne
' crap: disorganized, pseudoscientific, 000000 ',dg
' suppose attitudes women changed lot too, awfu threw hands returned book leaving library 000000 ',dg
' goes years married, fat, 000000 ',sd
' hello, 000000 ',ne
' yeah 000000 ',ne
' do, remember catchy song 000100 ',ne
' time, faith 000000 ',ne
' currently rotation, piece crap time, terrible, terrible, cover "in big country. 003000 ',dg
' heard song covered 000000 ',ne
' (or having, rest lives) ith stupid people, ones bothering 100001 ',dg
' fucking invited group called "sally cooler mom. 000000 ',ag
' okay, cooler anyone, saying cooler mom fucking 000000 ',ag
' again, mom sally 000000 ',ne
' tell sally eat shit 000000 ',ag
' [self-explanatory 000000 ',ne
' angry customers; matter fact, 1 met customers 100000 ',ag
' odd 000000 ',sp
' answer 000000 ',ne
' deal 000000 ',hp
' chick named called asked work 000000 ',ne
' oh know, kids "best dressed" school 000100 ',ne
' hang 000000 ',ag
' fucking clue 000000 ',ag
' find bitch 000000 ',ag
' sure, nice people wanting presence, step line enter stupidity, self-esteem issues self- being, kick fucking baby 000201 ',ag
' laugh 000000 ',hp
' lame lame lame comparison, know 000000 ',ne
' 000000 ',ne
' closest panic!s cover halloween 003220 ',ne
' 000000 ',ne
' worth comment upon??)and share, 000000 ',ne
' tend ideas commentary midday, mood passed 000000 ',ne
' lot thought 000000 ',ne
' church 000000 ',ne
' afraid lots children 001000 ',ne
' know right cause environm ent girls 000000 ',ne
' god opportunities knowledge regard family plann ing 000100 ',ne
' update 000000 ',ne
' phone a)tired b)not mood c)just wanting talk watch movie inst ead conversation me. types choices ard trying friend 100000 ',ag
' me: uh, 12 people watch movie suppos start hour class, kinda planned 000000 ',ne
' say, fucking reasons (once again) pissy 000000 ',ag
' fucking seriously kid 000100 ',ag
' myspace today 000000 ',ne
' sick myspace 020000 ',dg
' ive noticed me, stupid 000001 ',dg
' stopped listening 000000 ',ne
' awhile catch eye read it, part sick tired stupid shit 120101 ',dg
' normal conversation him, basic human right hang so, allowed 000020 ',ne
' gag, crap 000000 ',dg
' anyways, court yesterday 000000 ',ne
' court 000000 ',fr
' story short, learned lot 000000 ',ne
' vehicles fault mine, sentence poss ible ticket 000000 ',ne
' pretty 000000 ',hp
' nice, judge 000000 ',hp
' 9 ive ticket before, fine 000000 ',ne
' exciting part day, cliche sounds car fire 100100 ',hp
' pulled ran 000000 ',ne
' walked "whats on, help? 000000 ',ne
' looked vehicle flames gas tank 000000 ',ne
' told fire dont think heard me, grabbed hi car, stumbled back, dropped shit looked pissed "wh fuck lady" steps vehicle gas popped (not hollywood people) gas flew everywhere, catching rass fire, blowing tires door open, ehicle started flames 200120 ',ag
' driver changed hes "thanks me" "oh god" police fire infor mation 100000 ',fr
' news people up, talked kid telling cop go, late, left 000100 ',ne
' dont think saved life, saved legs lot 000000 ',ne
' point exciting 000100 ',hp
' remain "anonymous" newspaper life goes 000000 ',ne
' hug, 000000 ',hp
' 000000 ',ne
' thinking, earlier comment stuff me. peopl drove past, cars exit lane, stuff just equally everyone, 000000 ',ne
' people drive cars on, sitting side road 000000 ',ne
' know smoke tire, car fire? 100000 ',fr
' name, sure forget 000001 ',ne
' homework 000000 ',ne
' broke down, decided fix 000020 ',ne
' uncle saved bunch stuff me. called early birthd ay present, amazing 000001 ',hp
' surprised brian met lunch, 000003 ',sp
' soooo nice 000000 ',hp
' collect continue home 000000 ',ne
' know yet, call 000000 ',ne
' wait night drive brian chill aw hile 002100 ',hp
' feels pretty today 000000 ',hp
' so, friends later, homework, work dirty (all them) think laundry, bed 000000 ',ne
' yesterday eventful, today relaxing 000000 ',ne
' love life 000400 ',hp
' lost vegas grandma time, hoping help canada grandma feel 000000 ',hp
' happy 000500 ',hp
' proud sister 000000 ',hp
' fine 000000 ',ne
' sick looking computer screen 020000 ',dg
' goal tonight 000100 ',ne
' "i relate 99% humanity. 000200 ',sd
' watching middle-aged character, (steve buscemi) "ghost world," help agreeing 000000 ',ne
' relate, try 000200 ',ne
' 000000 ',ne
' lot guys 000000 ',ne
' but, back reasons relate *74%* humanity 000200 ',ne
' sex money 000000 ',ne
' (and know mean, okay, mean drunke like. 000200 ',ne
' (has rolling stone 000000 ',ne
' am, honestly, furious angry letter , care, sure thi nk part "machine" 400000 ',ag
' ahead, care environment, care demeaning women. 000000 ', ag
' drink amounts 000000 ',ne
' - movie "top gun. 000000 ',ne
' - enjoy reading 000600 ',hp
' - think money happiness 000100 ',hp
' think sex happiness 000100 ',hp
' - notice nice days, smells, etc. appreciate it, appreci ate effect me. 000000 ',hp
' - "like" word 000200 ',ne
' 000000 ',ne
' people rude selfish, know too, ike 000000 ',dg
' meh 000000 ',ne
' bag 000000 ',ne
' people step join humanity 000000 ',ne
' intelligent, attractive, guys boys, wear t-shirts $30 shoes, read watch movies 000000 ',ne
' please, exist anywhere, know 000000 ',ne
' walking straight, dog crossed street turned growled, " oh shit jorge, walking. 000000 ',ag
' did, dog too, " run kee walking? 000000 ',ag
' walking dog crossed street back ru nning "ohh sshhiittt!!! 000000 ',fr
' house gate door opened slightly, sumway!! 000000 ',sp
' backpack me!! 000000 ',ne
' damn! 000000 ',ag
' scared!! 004000 ',fr
' "it heart afraid breaking learns dance 001100 ',fr
' dream afraid waking chance 001000 ',fr
' afraid dying learns live 001000 ',fr
' "when night lonely, road 000100 ',sd
' remember, winter, beneath snow 000000 ',ne
' bette middle 000000 ',ne
' caught attention; specifically, fi rst lines: "it heart afraid breaking learns dance./it dream afraid waking chance. 001100 ',fr
' grand, mind you; touch: rash, 000000 ',ne
' considered possibility now, apprehensiv e, act felt 000000 ',fr
' then, day, driving 470 college, li stening 105.5, beautiful song heard 000000 ',hp
' words think thought, thought, know est surprised thought 000003 ',sp
' think wake dream, turn reality 000000 ',ne
' internship pretty awesome today 000002 ',hp
' sat lit practice test bus ride, cool, expected 000000 ',sp
' staff currently process 30-45 made, spent 100000 ',ne
' totally loved it, 000400 ',hp
' thought decided middle broadway, man french told smith movie 000000 ',ne
' love guys work - told ron shift (but 000400 ',hp
' smith (although french prince shit, thin punch heard "switch"), gi rl elevator randomly mike 000000 ',ag
' afternoon - *gulp* - lawler me. heard coming, sp azzed, afraid issue never, know, internship forms 001000 ',fr
' course, in, john said, "you realize, moll y, allowed visitors, lashes. 000020 ',ne
' ms. lawler smiling 000000 ',hp
' proceeded call meghan** required chemi cals/safety concerns set questions tried 100200 ',hp
' freaking okay 000000 ',fr
' **as farrell, assume 000000 ',ne
' hey 000000 ',ne
' news 000000 ',hp
' 000000 ',hp
' 000000 ',dg
' back, 6 back bus 000000 ',ne
' bus, dropped resume wet floor dropped mp3 player 000000 ',ne
' there, told waited 000000 ',ne
' point nervous told people lot words "uh" "um" 000000 ',fr
' told set interview calling 2 000000 ',ne
' looks 000000 ',hp
' 2 thinking placing background video iting, told turn easy lo ng run hoping position learn 000000 ',ne
' decide place them, job, happy 000500 ',hp
' oh, job futureshop, looks starting arou nd november 8th 000000 ',ne
' plans coming 000000 ',ne
' friday: movie 2 rainbow cinema 000000 ',ne
' 21st: free, check brad sucks live 000000 ',ne
' 000000 ',ne
' felt awful 002001 ',sd
' night before, 000100 ',ne
' chick dislike passion think gareth likes 000200 ',dg
' hate 200000 ',dg
' okay 000000 ',ne
' remember gareth password spy whats 000000 ',ne
' 6th page 000000 ',fr
' freak 000000 ',fr
' left it, awful 002001 ',sd
' 000000 ',ne
' home nervous hadn talk gareth 2 days becaus college 000000 ',fr
' scared 004000 ',fr
' tell took forever tell nervous 000000 ',fr
' 000000 ',ne
' 000000 ',ne
' password reason, rom 000000 ',ne
' 000000 ',ne
' like, happy delete friends list 000700 ',hp
' 000000 ',ne
' dislike 000200 ',dg
' yeah wait couple delete 000000 ',ne
' hate mistakes 200000 ',dg
' big 000000 ',ne
' man. hate 200000 ',dg
' ehh 000000 ',ne
' ill forever 000000 ',sd
' complicated 000000 ',ne
' right anymore upset 000000 ',sd
' mother 000000 ',ne
' man know true 000020 ',ne
' night 000100 ',ne
